00:01:43 |j| malphasmarx
17:00:57 |raw|<div class="message"><ul class="utilichart"><li class="result"><span class="col numcol">OU</span> <span class="col iconcol"><span style="background:transparent url(https://play.pokemonshowdown.com/sprites/smicons-sheet.png?a1) no-repeat scroll -40px -2430px"></span></span> <span class="col pokemonnamecol" style="white-space:nowrap"><a href="https://pokemonshowdown.com/dex/pokemon/charizardmegax" target="_blank">Charizard-Mega-X</a></span> <span class="col typecol"><img src="https://play.pokemonshowdown.com/sprites/types/Fire.png" alt="Fire" height="14" width="32"><img src="https://play.pokemonshowdown.com/sprites/types/Dragon.png" alt="Dragon" height="14" width="32"></span> <span style="float:left;min-height:26px"><span class="col abilitycol">Tough Claws</span><span class="col abilitycol"></span></span><span style="float:left;min-height:26px"><span class="col statcol"><em>HP</em><br />78</span> <span class="col statcol"><em>Atk</em><br />130</span> <span class="col statcol"><em>Def</em><br />111</span> <span class="col statcol"><em>SpA</em><br />130</span> <span class="col statcol"><em>SpD</em><br />85</span> <span class="col statcol"><em>Spe</em><br />100</span> <span class="col bstcol"><em>BST<br />634</em></span> </span></li><li style="clear:both"></li></ul></div>
|raw|<font size="1"><font color="#686868">Dex#:</font> 6&nbsp;|&ThickSpace;<font color="#686868">Gen:</font> 6&nbsp;|&ThickSpace;<font color="#686868">Height:</font> 1.7 m&nbsp;|&ThickSpace;<font color="#686868">Weight:</font> 110.5 kg <em>(100 BP)</em>&nbsp;|&ThickSpace;<font color="#686868">Dex Colour:</font> Black&nbsp;|&ThickSpace;<font color="#686868">Egg Group(s):</font> Monster, Dragon&nbsp;|&ThickSpace;<font color="#686868">Does Not Evolve</font></font>
17:00:59 |c|@BBgun999|I win
17:01:03 |c|$Ludicrousity|k
17:01:17 |c| charizard8888|xD
17:02:11 |c|$Ludicrousity|xD
17:02:28 |c|@BBgun999|xD
17:02:31 |c|$Ludicrousity|xD
17:02:41 |c|+UncleFlacco|xD
17:02:43 |c|$Ludicrousity|xD
17:02:46 |c|+UncleFlacco|wait is pheromosa banned?
17:02:49 |c|$Ludicrousity|ye
17:02:51 |c|$Ludicrousity|it's Ubers
17:02:51 |c|+UncleFlacco|dang
17:02:58 |c|@BBgun999|You ruined it!!!!!!
17:03:02 |c|$Ludicrousity|I used to use Magearna + Pheromosa on a QD set
17:03:03 |c|$Ludicrousity|xD
17:03:18 |c|+UncleFlacco|pheromosa+accelgor
17:03:19 |c|$Ludicrousity|wanna just fill the chat with "xD"?
17:03:25 |c|+UncleFlacco|nah
17:03:28 |c|$Ludicrousity|:(
17:03:43 |c|@BBgun999|Too much spam.
17:03:47 |c|$Ludicrousity|:(
17:03:51 |raw|<div class='chat'><small>$</small><button name='parseCommand' value='/user Ludicrousity' style='background:none;border:0;padding:0 5px 0 0;font-family:Verdana,Helvetica,Arial,sans-serif;font-size:9pt;cursor:pointer'><b><font color='#A43CC3'>Ludicrousity:</font></b></button><em class='mine'><img src="https://cdn.rawgit.com/CreaturePhil/dem-feels/master/emotes/feelsbd.png" title="feelsbd" width="50" height="50" /></em></div>
17:04:22 |c|@BBgun999|+q
17:04:22 |c|*OutrageousBoT|&charizard8888: Uno? #Snaquaza no U
17:04:30 |c|$Ludicrousity|+q 99
17:04:30 |c|*OutrageousBoT|[09:59:18] %EchoGaia: was watching my sister play BOTW [09:59:23] %flufi: BOTW? [09:59:26] %flufi: Battle Of The Weebs?
17:05:30 |c|@BBgun999|Weebs huh..? You mean his family?
17:05:35 |c|$Ludicrousity|LOL
17:05:39 |c|$Ludicrousity|brb
17:09:49 |c|+UncleFlacco|I came here to build for my league and instead tweaked my ff team
17:10:03 |c|+UncleFlacco|typical
17:11:18 |j| ShadowMasterRosin
17:11:34 |j| lando is bando
17:11:39 |l| ShadowMasterRosin
17:13:03 |c| charizard8888|+usage
17:13:04 |c|*OutrageousBoT|https://www.smogon.com/stats/2017-02/
17:14:16 |n| shwb|landoisbando
17:14:19 |l| shwb
17:15:10 |j| shwb
17:15:37 |c|@BBgun999|+q
17:15:37 |c|*OutrageousBoT|OutrageousBoT: All these quotes....lmao.....are next to.....
17:15:48 |l| shwb
17:16:42 |j| shwb
17:17:06 |l| charizard8888
17:19:44 |l|@BBgun999
17:20:43 |j| Spandan
17:20:44 |l| shwb
17:22:18 |j| shwb
17:22:33 |raw|<div class="broadcast-blue"><b>Can someone please test whether priority works in zShift or not</b></div>
17:23:20 |l| shwb
17:23:23 |j| charizard8888
17:23:27 |j| shwb
17:23:56 |n| charizard8888 - ⓑⓩ|charizard8888
17:23:56 |n| charizard8888 - ⓑⓩ|charizard8888
17:24:01 |n| charizard8888|charizard8888
17:24:01 |n| charizard8888|charizard8888
17:24:55 |j|@Flurbel
17:25:05 |c|@Flurbel|Srry ludi
17:25:17 |c|@Flurbel|My laptop had a mental breakdown
17:26:31 |c|%EchoGaia|it does
17:26:59 |c|@Flurbel|Also
17:27:00 |c|@Flurbel|Echo
17:27:09 |c|@Flurbel|You wanne finish your test?
17:27:19 |c|%EchoGaia|ye
17:27:21 |l| charizard8888
17:27:47 |c|%EchoGaia|!dt Jirachi's Eternal Wishes, Jillian
17:27:47 |raw|<ul class="utilichart"><li class="result"><a data-entry="move|Jirachi's Eternal Wishes"><span class="col movenamecol">Jirachi's Eternal Wishes</span> <span class="col typecol"><img src="//play.pokemonshowdown.com/sprites/types/Steel.png" alt="Steel" width="32" height="14"><img src="//play.pokemonshowdown.com/sprites/categories/Status.png" alt="Status" width="32" height="14"></span> <span class="col widelabelcol"><em>Accuracy</em><br>—</span> <span class="col pplabelcol"><em>PP</em><br>1</span> <span class="col movedesccol">User faints, fully heals next, setup Safeguard and screens</span> </a></li><li style="clear:both"></li></ul>
|raw|<font size="1"><font color="#686868">Priority:</font> 0&nbsp;|&ThickSpace;<font color="#686868">Gen:</font> 0&nbsp;|&ThickSpace;&#10003; Z-Move&nbsp;|&ThickSpace;<font color="#686868">Z-Crystal:</font> Jirachium Z&nbsp;|&ThickSpace;<font color="#686868">User:</font> Jirachi&nbsp;|&ThickSpace;<font color="#686868">Required Move:</font> Doom Desire&nbsp;|&ThickSpace;<font color="#686868">Target:</font> User</font>
17:27:53 |c|%EchoGaia|wait
17:28:02 |c|%EchoGaia|the effect is supposed to have changed
17:28:51 |c|@Flurbel|Damn
17:28:55 |c|@Flurbel|That scuks
17:28:56 |c|@Flurbel|Sucks
17:29:10 |c|%EchoGaia|i changed the effect
17:29:32 |c|%EchoGaia|now it only does lunar dance and boosts all stats of the pokemon that switches in
17:29:46 |raw|<div class='chat'><small>@</small><button name='parseCommand' value='/user Flurbel' style='background:none;border:0;padding:0 5px 0 0;font-family:Verdana,Helvetica,Arial,sans-serif;font-size:9pt;cursor:pointer'><b><font color='#4A7826'>Flurbel:</font></b></button><em class='mine'><img src="https://cdn.rawgit.com/CreaturePhil/dem-feels/master/emotes/oshet.png" title="oshet" width="50" height="50" /></em></div>
17:29:59 |c|%EchoGaia|by 1 stage only though
17:30:06 |c|@Flurbel|I mean
17:30:13 |c|@Flurbel|Still
17:30:45 |c|%EchoGaia|!dt Ultimate Mind Control, Jillian
17:30:45 |raw|<ul class="utilichart"><li class="result"><a data-entry="move|Ultimate Mind Control"><span class="col movenamecol">Ultimate Mind Control</span> <span class="col typecol"><img src="//play.pokemonshowdown.com/sprites/types/Psychic.png" alt="Psychic" width="32" height="14"><img src="//play.pokemonshowdown.com/sprites/categories/Special.png" alt="Special" width="32" height="14"></span> <span class="col labelcol"><em>Power</em><br>200</span> <span class="col widelabelcol"><em>Accuracy</em><br>—</span> <span class="col pplabelcol"><em>PP</em><br>2</span> <span class="col movedesccol">No additional effect, can be used twice</span> </a></li><li style="clear:both"></li></ul>
|raw|<font size="1"><font color="#686868">Priority:</font> 0&nbsp;|&ThickSpace;<font color="#686868">Gen:</font> 0&nbsp;|&ThickSpace;&#10003; Bypasses Protect&nbsp;|&ThickSpace;&#10003; Z-Move&nbsp;|&ThickSpace;<font color="#686868">Z-Crystal:</font> Deoxyium Z&nbsp;|&ThickSpace;<font color="#686868">User:</font> Deoxys&nbsp;|&ThickSpace;<font color="#686868">Required Move:</font> Psycho Boost&nbsp;|&ThickSpace;<font color="#686868">Target:</font> One Adjacent Pokémon</font>
17:30:51 |c|%EchoGaia|i changed this one too
17:30:53 |c|%EchoGaia|normally
17:31:48 |j| charizard8888
17:31:52 |c|%EchoGaia|zard
17:31:59 |c|%EchoGaia|restart hotpatching doesn't work
17:32:43 |c| shwb|do you have a forums post for Jillian?
17:33:03 |c|@Flurbel|I dont think so
17:33:08 |c|%EchoGaia|not yet
17:33:16 |c|%EchoGaia|i wait for everything to be coded and work
17:33:35 |c|%EchoGaia|before posting anything
17:34:42 |l|+UncleFlacco
17:35:26 |c| shwb|ok cool
17:35:36 |l| Spandan
17:37:17 |l| charizard8888
17:38:50 |j| MaveAdder2
17:41:05 |j| ScarisOmniSaiyan
17:42:17 |n| Nyan Lil Bub|scarisomnisaiyan
17:42:25 |n| ScarisOmniSaiyan|nyanlilbub
17:44:39 |c| ScarisOmniSaiyan|zzz
17:45:49 |j| glameowch
17:46:18 |c|%EchoGaia|hey glameowch
17:46:31 |userstats|total:10|guests:0| :4|+:1|$:1|%:1|@:1|*:2|★:0|#:0|&:0|~:0|⚔:0
17:46:58 |l| glameowch
17:47:04 |j| Spandan
17:48:03 |c|@Flurbel|Anyone wanne test ff with me?
17:48:13 |c|%EchoGaia|me
17:48:18 |c|@Flurbel|Thmx
17:52:22 |j| gmfc⚠️
17:53:04 |l| MaveAdder2
17:54:34 |j| MaveAdder2
17:54:46 |c| ScarisOmniSaiyan|/me is training
17:55:25 |c|$Ludicrousity|back
17:55:32 |l| Spandan
17:55:45 |c|@Flurbel|Hey
17:55:49 |c|@Flurbel|Srry for leaving
17:56:01 |c|@Flurbel|Laptop had breakdown
17:56:05 |c|$Ludicrousity|lol nhjo probs
17:56:30 |l|$Ludicrousity
17:56:36 |j|$Ludicrousity
17:57:17 |j| Spandan
17:57:53 |c|%EchoGaia|spandan
17:57:59 |c|%EchoGaia|fix that regen bug in ff
17:58:07 |c|%EchoGaia|it's still not fixed
17:58:08 |l| Spandan
17:59:18 |c| ScarisOmniSaiyan|regen bug?
17:59:35 |c|$Ludicrousity|when you switch out you get your health back
18:00:13 |c|$Ludicrousity|broken tbh
18:01:04 |c|@Flurbel|Yep
18:01:07 |c|@Flurbel|And not fun
18:01:23 |c|@Flurbel|You killed almost......... NEVERMIND
18:01:46 |c|@Flurbel|Well gtg guys
18:01:47 |c|@Flurbel|Cya
18:01:54 |raw|<strong><font color="#6259a0">~~ Flurbel ಠ_ಠ ~~</font></strong>
18:01:54 |l|@Flurbel
18:05:49 |j|@BBgun999
18:06:10 |l|@BBgun999
18:18:17 |l| ScarisOmniSaiyan
18:19:37 |j| BckNights
18:19:55 |j| kyusu
18:21:32 |l|$Ludicrousity
18:23:02 |l| MaveAdder2
18:26:47 |l| BckNights
18:26:49 |l| kyusu
18:33:33 |l|+ggdaca
18:42:45 |j|$Ludicrousity
18:42:57 |c|$Ludicrousity|Hey 
18:46:31 |userstats|total:7|guests:1| :3|+:0|$:1|%:1|@:0|*:2|★:0|#:0|&:0|~:0|⚔:0
18:54:36 |c|%EchoGaia|HEY
19:00:04 |c|$Ludicrousity|**HEY**
19:00:11 |c|$Ludicrousity|lol
19:23:25 |c|%EchoGaia|xD
19:24:27 |c|$Ludicrousity| lol
19:34:03 |c| shwb|why does cranidos have 235 atk in scale mons
19:34:05 |c| shwb|lol
19:34:16 |c| gmfc⚠️|because the rest of it's stats are shit
19:34:20 |c| shwb|LOL
19:34:26 |c| shwb|this thing is busted
19:34:38 |c| gmfc⚠️|is there a calc for scalemon?
19:34:49 |c| shwb|yh
19:34:56 |c| shwb|https://docs.google.com/spreadsheets/d/1JW-YTOUgg6AtF47Pmea1mOvCgszl-CGsWgratnvuLE8/edit#gid=1841107233
19:37:40 |c| shwb|i like this meta because lower tier mons shine more
19:40:50 |l|$Ludicrousity
19:46:31 |userstats|total:5|guests:0| :2|+:0|$:0|%:1|@:0|*:2|★:0|#:0|&:0|~:0|⚔:0
19:53:13 |j| YeatSavage
19:53:51 |n| MaveAdder|yeatsavage
19:58:35 |l| MaveAdder
20:04:46 |j| MaveAdder
20:38:27 |j| PokeproVGC
20:39:59 |l| PokeproVGC
20:44:42 |j|@BBgun999 ⚡
20:45:23 |l|@BBgun999 ⚡
20:46:31 |userstats|total:6|guests:0| :3|+:0|$:0|%:1|@:0|*:2|★:0|#:0|&:0|~:0|⚔:0
20:49:09 |j|@Ransei
20:49:09 |c|*BatterBotto|The legend has arrived O:
20:53:39 |j| B.R.A.A.D CITY
20:57:23 |l| B.R.A.A.D CITY
21:39:48 |l| MaveAdder
21:39:54 |j| MaveAdder2
21:46:31 |userstats|total:7|guests:0| :3|+:0|$:0|%:1|@:1|*:2|★:0|#:0|&:0|~:0|⚔:0
21:47:34 |l| shwb
21:48:00 |j| shwb
21:59:01 |j| Phat Albert
22:02:22 |l| Phat Albert
22:05:01 |j|$Ludicrousity
22:11:19 |l|$Ludicrousity
22:18:27 |l| MaveAdder2
22:18:33 |j| MaveAdder2
22:29:31 |l|@Ransei
22:46:31 |userstats|total:6|guests:0| :3|+:0|$:0|%:1|@:0|*:2|★:0|#:0|&:0|~:0|⚔:0
23:02:17 |j| Primal Savage
23:13:29 |j| piikiki4
23:17:32 |c| Primal Savage|Anyone even there
23:17:46 |c| Primal Savage|Pm me if you need anything
23:24:43 |l| gmfc⚠️
23:37:20 |j|@BBgun999 ⚡
23:45:16 |l| Primal Savage
23:46:31 |userstats|total:7|guests:0| :3|+:0|$:0|%:1|@:1|*:2|★:0|#:0|&:0|~:0|⚔:0
23:53:17 |l|@BBgun999 ⚡
